70445.38326171873,VDD Voltage,2,1D,1.801152,V,5d,0,2e
70454.08466796872,VREF/Switch Voltage,2,1C,0.802905,V,5c,0,14
70462.78607421872,VBAT Voltage,2,1B,1.536757,V,5b,0,9
70471.48748046871,GPIO2 Voltage,2,1A,0.675000,V,5a,43,80
70480.18888671871,GPIO1 Voltage,2,19,0.652000,V,59,41,33
70488.8902929687,GR1 Voltage,2,17,0.000000,V,57,0,0
70497.5916992187,CE1 Voltage,2,15,0.248000,V,55,18,cc
70506.29310546869,WE1 Voltage,2,11,0.300000,V,51,1e,0
70514.84192382806,CHRONO A,3,2,512.793043,nA,62,80,32
70523.39074218743,CHRONO A,3,2,512.972420,nA,62,80,3e
70531.9395605468,CHRONO A,3,2,512.217021,nA,62,80,d
70540.48837890617,CHRONO A,3,2,512.353562,nA,62,80,16
70549.06199726554,CHRONO A,3,3,541.925692,nA,63,87,7b
70557.61081562491,CHRONO A,3,3,524.728398,nA,63,83,2e
70566.15963398428,CHRONO A,3,3,517.413813,nA,63,81,5a
70574.73325234365,CHRONO A,3,4,482.074308,nA,64,78,84
70583.28207070302,CHRONO A,3,4,499.271602,nA,64,7c,d1
70591.83088906239,CHRONO A,3,4,506.586187,nA,64,7e,a5
70626.02616249987,CHRONO A,3,2,512.612663,nA,62,80,27
70634.57498085924,CHRONO A,3,2,512.791878,nA,62,80,32
70643.1237992186,CHRONO A,3,2,512.519439,nA,62,80,21
70651.67261757798,CHRONO A,3,2,512.040178,nA,62,80,2
70660.24623593735,CHRONO A,3,3,541.925692,nA,63,87,7b
70668.79505429672,CHRONO A,3,3,524.728398,nA,63,83,2e
70677.34387265609,CHRONO A,3,3,517.413813,nA,63,81,5a
70685.91749101545,CHRONO A,3,4,482.074308,nA,64,78,84
70694.46630937482,CHRONO A,3,4,499.271602,nA,64,7c,d1
70703.0151277342,CHRONO A,3,4,506.586187,nA,64,7e,a5
80042.76889179685,CHRONO B,4,3,541.925692,nA,83,87,7b
80051.31771015622,CHRONO B,4,3,524.728398,nA,83,83,2e
80059.86652851559,CHRONO B,4,3,517.413813,nA,83,81,5a
80068.44014687496,CHRONO B,4,4,482.074308,nA,84,78,84
80076.98896523433,CHRONO B,4,4,499.271602,nA,84,7c,d1
80085.5377835937,CHRONO B,4,4,506.586187,nA,84,7e,a5
80153.95313046865,CHRONO B,4,3,541.925692,nA,83,87,7b
80162.50194882802,CHRONO B,4,3,524.728398,nA,83,83,2e
80171.0507671874,CHRONO B,4,3,517.413813,nA,83,81,5a
80179.62438554676,CHRONO B,4,4,482.074308,nA,84,78,84
80188.17320390613,CHRONO B,4,4,499.271602,nA,84,7c,d1
80196.7220222655,CHRONO B,4,4,506.586187,nA,84,7e,a5
80239.46611406235,AP,5,3,360.367335,nA,a3,5a,17
80248.01493242172,AP,5,3,447.505556,nA,a3,6f,e0
80256.56375078109,AP,5,3,484.568356,nA,a3,79,24
80273.66138749983,AP,5,4,513.985047,nA,a4,80,7f
80282.2102058592,AP,5,4,572.653066,nA,a4,8f,29
80290.75902421857,AP,5,4,572.653066,nA,a4,8f,29
90205.78881835938,PSTAT,0,0,32.104561,nA,0,80,6b
90410.57763671875,PSTAT,0,1,39.161459,nA,1,9c,a5
90419.12645507812,CHRONO A,3,2,512.859822,nA,62,80,37
90427.67527343749,CHRONO A,3,2,512.855809,nA,62,80,36
90436.22409179686,CHRONO A,3,2,512.775102,nA,62,80,31
90444.77291015623,CHRONO A,3,2,512.432708,nA,62,80,1b
90453.3465285156,CHRONO A,3,3,541.925692,nA,63,87,7b
90461.89534687497,CHRONO A,3,3,524.728398,nA,63,83,2e
90470.44416523434,CHRONO A,3,3,517.413813,nA,63,81,5a
90479.0177835937,CHRONO A,3,4,482.074308,nA,64,78,84
90487.56660195308,CHRONO A,3,4,499.271602,nA,64,7c,d1
90496.11542031245,CHRONO A,3,4,506.586187,nA,64,7e,a5
90530.31069374993,CHRONO A,3,2,512.818440,nA,62,80,34
90538.8595121093,CHRONO A,3,2,512.667066,nA,62,80,2a
90547.40833046866,CHRONO A,3,2,512.482391,nA,62,80,1e
90555.95714882803,CHRONO A,3,2,512.168291,nA,62,80,a
90564.5307671874,CHRONO A,3,3,541.925692,nA,63,87,7b
90573.07958554677,CHRONO A,3,3,524.728398,nA,63,83,2e
90581.62840390614,CHRONO A,3,3,517.413813,nA,63,81,5a
90590.20202226551,CHRONO A,3,4,482.074308,nA,64,78,84
90598.75084062488,CHRONO A,3,4,499.271602,nA,64,7c,d1
90607.29965898425,CHRONO A,3,4,506.586187,nA,64,7e,a5
100205.78881835938,PSTAT,0,0,32.335524,nA,0,81,57
100410.57763671875,PSTAT,0,1,39.432659,nA,1,9d,bb
100427.98044921874,VREF/Switch Voltage,2,1C,0.801608,V,5c,0,14
100436.68185546873,Negative Charge Pump Voltage,2,1F,0.248000,V,5f,0,0
100445.38326171873,VDD Voltage,2,1D,1.801586,V,5d,0,2e
100454.08466796872,VREF/Switch Voltage,2,1C,0.800367,V,5c,0,14
100462.78607421872,VBAT Voltage,2,1B,1.538151,V,5b,0,9
100471.48748046871,GPIO2 Voltage,2,1A,1.470000,V,5a,93,0
100480.18888671871,GPIO1 Voltage,2,19,0.930000,V,59,5d,0
100488.8902929687,GR1 Voltage,2,17,0.000000,V,57,0,0
100497.5916992187,CE1 Voltage,2,15,0.248000,V,55,18,cc
100506.29310546869,WE1 Voltage,2,11,0.300000,V,51,1e,0
100514.84192382806,CHRONO A,3,2,512.539298,nA,62,80,22
100523.39074218743,CHRONO A,3,2,512.900660,nA,62,80,39
100531.9395605468,CHRONO A,3,2,512.835828,nA,62,80,35
100540.48837890617,CHRONO A,3,2,512.181289,nA,62,80,b
100549.06199726554,CHRONO A,3,3,541.925692,nA,63,87,7b
100557.61081562491,CHRONO A,3,3,524.728398,nA,63,83,2e
100566.15963398428,CHRONO A,3,3,517.413813,nA,63,81,5a
100574.73325234365,CHRONO A,3,4,482.074308,nA,64,78,84
100583.28207070302,CHRONO A,3,4,499.271602,nA,64,7c,d1
100591.83088906239,CHRONO A,3,4,506.586187,nA,64,7e,a5
100626.02616249987,CHRONO A,3,2,512.364741,nA,62,80,17
100634.57498085924,CHRONO A,3,2,512.833052,nA,62,80,35
100643.1237992186,CHRONO A,3,2,512.720460,nA,62,80,2e
100651.67261757798,CHRONO A,3,2,512.314638,nA,62,80,14
100660.24623593735,CHRONO A,3,3,541.925692,nA,63,87,7b
100668.79505429672,CHRONO A,3,3,524.728398,nA,63,83,2e
100677.34387265609,CHRONO A,3,3,517.413813,nA,63,81,5a
100685.91749101545,CHRONO A,3,4,482.074308,nA,64,78,84
100694.46630937482,CHRONO A,3,4,499.271602,nA,64,7c,d1
100703.0151277342,CHRONO A,3,4,506.586187,nA,64,7e,a5
110205.78881835938,PSTAT,0,0,32.660222,nA,0,82,a4
110410.57763671875,PSTAT,0,1,39.397969,nA,1,9d,97
110616.36645507812,PSTAT,1,1,39.995328,nA,21,9f,fb
110624.9152734375,CHRONO A,3,2,512.824380,nA,62,80,34
110633.46409179686,CHRONO A,3,2,512.200614,nA,62,80,c
110642.01291015623,CHRONO A,3,2,512.708335,nA,62,80,2d
110650.5617285156,CHRONO A,3,2,512.667326,nA,62,80,2a
110659.13534687497,CHRONO A,3,3,541.925692,nA,63,87,7b
110667.68416523434,CHRONO A,3,3,524.728398,nA,63,83,2e
110676.23298359371,CHRONO A,3,3,517.413813,nA,63,81,5a
110684.80660195308,CHRONO A,3,4,482.074308,nA,64,78,84
110693.35542031245,CHRONO A,3,4,499.271602,nA,64,7c,d1
110701.90423867182,CHRONO A,3,4,506.586187,nA,64,7e,a5
110736.0995121093,CHRONO A,3,2,512.111146,nA,62,80,7
110744.64833046867,CHRONO A,3,2,512.111293,nA,62,80,7
